Hugo_Symbol	All	70017	70027	70037	70047	70057	70067	70077	70087	70097	70107	70117	70137	70157	70167	70187	70197	70207	70217	70227	70237	70247	70267	70277	70287	70297	70307	70317	70327	70337	70347	70357	70367	70377	70387	70397	70517	70537	70547	70607	70627	70637	81603	83173	83703	87443	89503	89603	89633	90203	90703	90713	90803	90813	90853	91203	92603	93823	94213	94403	95003	95403	96733	96803	97003	97013	97093	97183	97323	98233	98353	98613	99453	99893
AAR2	71	0	0	0	0	0	0	0	0	0	10	0	0	1	5	3	0	3	1	0	4	0	0	2	2	15	0	1	0	0	4	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARD	54	0	0	0	0	0	0	0	0	0	5	0	2	0	2	3	0	0	1	0	3	0	0	0	0	4	0	0	1	1	6	6	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AARS1	153	0	0	0	0	0	0	0	0	0	17	0	3	0	5	3	0	3	0	5	5	1	0	4	3	31	0	12	2	1	9	6	28	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	2	0	0	0	0	0	0	0	1	0	0
AARS2	196	0	0	0	0	0	1	0	0	0	23	0	4	0	7	5	0	6	1	3	12	0	0	2	2	33	0	8	9	2	16	18	31	0	2	0	0	0	0	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AARSD1	43	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	1	2	0	3	2	0	0	0	0	6	1	4	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASDH	215	0	0	0	0	0	0	0	0	0	19	0	6	0	12	6	1	6	2	7	13	1	0	6	5	41	0	11	5	3	16	19	23	0	3	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0
AASDHPPT	72	0	0	0	0	0	0	0	1	0	9	0	1	0	1	2	0	3	0	0	2	0	0	1	1	17	1	6	1	0	2	6	10	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AASS	254	0	0	0	0	0	1	1	0	0	34	0	2	0	14	6	2	6	0	2	20	2	0	8	5	37	1	10	4	2	16	25	37	0	3	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	5	0	0	0	0	2	0	0	0	0	0
AATF	106	0	0	0	0	0	0	0	0	0	15	0	2	0	6	5	0	4	0	3	5	0	0	2	2	22	0	2	5	0	6	5	13	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AATK	154	0	0	0	0	0	1	0	0	0	17	0	10	0	9	6	0	3	1	1	7	0	0	7	0	13	1	14	4	1	8	8	33	0	2	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AB019437.7	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB019438.4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB019441.4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABAT	132	0	0	0	0	0	0	1	1	0	30	0	1	0	4	3	1	8	1	1	5	0	0	1	0	18	0	11	5	0	5	11	19	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ABCA1	414	0	0	1	0	0	0	4	0	0	57	0	7	2	12	18	0	15	2	3	26	0	2	12	9	55	1	16	17	2	22	20	80	0	4	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	5	0	0	6	1	1	0	5	1	0	0	0	1	1	0	0	0	0
ABCA10	349	0	0	0	0	1	0	1	0	0	43	1	6	0	16	8	0	9	4	5	24	1	0	8	3	51	0	13	7	2	27	47	48	1	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	1	1	3	1	0	0	0	1	1	0	2	0	0
ABCA11P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA12	674	0	0	0	1	0	0	1	1	1	142	0	11	0	29	23	2	20	2	17	18	0	0	13	8	77	0	24	9	11	57	52	106	0	11	1	0	0	0	1	0	0	0	2	3	2	3	1	0	0	0	0	0	0	0	3	4	0	0	3	0	0	0	6	0	0	2	0	3	3	0	1	0	0
ABCA13	1117	0	2	0	2	0	0	8	2	2	162	1	19	0	44	48	2	37	21	13	64	1	0	26	14	94	1	54	65	9	69	126	143	2	13	2	0	0	0	1	2	4	2	1	2	6	5	0	0	0	0	0	0	0	1	6	5	3	0	7	0	0	1	18	0	1	1	0	1	4	0	0	0	0
ABCA2	352	0	0	0	1	0	0	3	1	0	38	0	11	1	13	7	2	13	2	5	11	0	0	4	0	36	1	11	12	4	33	27	86	0	4	3	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	5	0	0	0	0	4	4	0	0	0	0
ABCA3	348	0	2	0	0	1	0	2	1	0	58	0	4	0	9	9	2	12	4	5	11	2	0	3	6	40	2	19	8	3	28	17	82	0	1	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	1	4	0	0	0	0	0	0	0	1	0	0
ABCA4	493	0	0	0	0	0	0	3	2	0	106	1	9	0	12	15	1	19	3	8	25	2	0	7	8	59	1	18	16	0	24	25	82	0	6	0	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	0	11	0	0	1	0	0	10	1	2	0	0
ABCA5	304	0	0	0	0	0	0	0	0	0	36	0	9	0	11	5	0	8	2	4	14	0	0	7	2	49	1	14	8	1	23	34	46	1	4	2	0	0	0	0	0	2	0	0	1	1	2	0	0	0	1	0	0	0	0	1	1	2	0	7	0	0	0	1	0	0	0	0	2	1	0	1	0	0
ABCA6	385	0	1	0	0	1	0	0	0	0	66	0	15	0	17	7	0	14	3	4	22	0	0	7	7	50	0	18	5	5	14	42	53	0	4	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	2	2	0	1	4	0	0	0	5	1	1	1	0	1	1	0	6	0	0
ABCA7	393	1	0	0	0	1	1	1	2	0	51	3	13	2	16	11	0	12	2	6	8	0	0	13	1	46	1	17	15	0	27	24	80	0	6	0	0	0	0	1	0	2	0	2	1	3	3	0	0	0	0	0	0	0	0	1	3	1	0	7	0	0	0	6	0	0	1	0	0	1	1	0	0	0
ABCA8	400	0	0	0	0	1	0	2	1	0	73	0	9	0	19	1	1	9	7	5	26	0	0	8	4	50	0	25	12	1	20	32	68	1	5	1	0	0	0	0	0	2	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	2	0	0	0	0	2	2	0	0	0	0
ABCA9	394	0	0	0	0	0	0	1	0	0	59	0	4	0	18	10	2	14	8	5	30	0	1	1	7	57	0	20	10	0	25	38	58	0	3	0	1	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	4	0	1	0	0	2	0	0	1	0	0
ABCB1	482	0	0	0	0	0	0	1	2	0	86	0	10	0	15	11	0	19	8	5	36	1	0	8	7	56	1	16	13	4	35	58	52	0	7	0	0	0	0	0	0	0	1	2	1	2	3	0	0	0	0	0	0	0	0	2	1	0	0	10	0	0	0	4	0	0	1	0	3	1	0	0	0	0
ABCB10	143	0	0	0	0	1	0	1	0	0	16	1	4	0	5	3	0	0	1	1	14	0	0	1	2	21	0	11	3	0	14	16	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ABCB11	331	0	1	0	0	0	0	0	0	0	76	0	10	0	8	6	4	7	3	3	16	0	0	5	4	37	1	18	10	2	11	41	38	1	6	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	5	0	0	0	0	2	1	0	1	0	0
ABCB4	366	0	0	0	0	0	1	0	2	0	50	1	7	1	12	12	0	13	4	5	19	0	0	7	12	55	1	18	12	2	37	26	44	0	3	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	2	1	0	0	0	0
ABCB5	501	0	3	0	0	1	0	2	0	0	104	0	10	1	20	18	1	13	7	6	31	0	0	6	8	50	1	16	11	1	27	68	47	0	10	0	0	1	0	2	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	2	3	1	0	7	0	1	0	11	0	0	0	0	2	1	0	1	0	0
ABCB6	179	0	0	0	0	0	0	0	0	0	17	0	3	0	6	4	0	7	1	2	6	0	0	4	1	37	1	10	8	2	17	7	31	0	5	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB7	180	0	0	0	0	0	0	0	1	0	20	1	3	0	6	5	1	4	0	5	10	0	0	1	3	43	0	12	5	0	8	23	16	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	1	0	0	0	0	1	0	0
ABCB8	179	0	0	0	0	0	0	1	0	0	26	0	0	0	8	4	1	6	1	0	9	0	0	3	3	24	0	9	7	0	10	16	36	1	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ABCB9	135	0	0	0	0	0	0	1	0	1	25	0	1	1	4	1	1	1	0	2	4	0	0	1	2	21	0	2	8	1	6	10	31	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0
ABCC1	333	0	0	0	0	0	0	1	1	0	51	0	5	1	12	10	0	6	2	2	11	0	0	7	4	49	1	14	10	0	21	25	71	0	4	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	8	0	0	0	4	0	0	0	0	1	0	0	0	0	0
ABCC10	277	0	0	0	0	1	1	1	2	0	40	0	2	0	11	7	1	13	0	2	14	0	0	10	6	37	2	17	9	0	17	16	47	0	3	0	0	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2	2	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ABCC11	345	0	0	0	0	2	1	1	0	0	46	0	11	1	17	9	0	9	4	2	25	0	0	6	5	50	1	11	12	2	20	38	50	0	3	0	0	0	0	0	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	1	0	0	1	3	0	1	0	0
ABCC12	385	0	1	0	0	1	0	1	0	0	67	0	9	0	17	11	0	9	4	2	31	0	0	6	3	51	1	16	11	2	28	32	57	0	2	1	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	5	0	2	0	0	0	2	0	1	0	0
ABCC2	294	0	0	0	0	0	0	0	0	0	33	0	10	2	13	11	2	7	0	2	15	0	0	6	3	60	0	13	3	0	19	20	51	0	4	0	0	0	0	0	0	1	1	0	2	1	3	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	4	0	0	0	0	2	0	0	0	0	0
ABCC3	326	0	1	0	0	0	0	0	0	0	73	0	2	0	15	14	1	4	2	4	10	0	0	1	10	42	3	15	12	0	19	18	52	0	3	0	0	0	0	1	0	1	0	1	2	0	3	0	0	0	0	0	0	0	0	3	2	0	0	6	0	1	0	4	0	0	0	0	0	0	0	1	0	0
ABCC4	289	1	0	0	0	0	0	2	0	0	50	0	1	1	17	9	1	3	3	6	8	1	0	9	0	45	0	18	9	2	25	20	35	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	5	0	0	5	1	1	0	3	0	0	0	0	1	0	0	0	0	0
ABCC5	309	0	0	0	0	0	0	0	0	0	40	0	5	0	26	4	2	10	1	6	14	0	0	8	4	42	0	17	9	3	22	23	50	0	3	1	1	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	3	0	0	0	0	3	0	0	0	0	0
ABCC6	276	0	0	0	0	0	0	3	0	0	75	0	2	1	7	7	0	5	0	5	10	0	0	9	5	49	0	7	7	0	17	10	36	0	3	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	2	3	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ABCC8	407	0	1	0	0	1	2	0	0	0	76	0	17	0	15	15	0	21	4	4	20	0	0	4	7	45	1	18	11	2	24	37	56	0	1	0	0	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	6	0	0	0	0	3	1	1	1	0	0
ABCC9	498	0	0	0	1	2	3	0	0	0	95	1	8	1	21	6	1	20	4	5	25	0	0	6	7	51	0	21	24	5	44	36	57	0	13	0	0	0	0	1	0	1	0	2	1	0	2	0	0	1	0	0	0	0	1	2	1	0	0	12	0	0	2	7	0	0	0	0	3	3	1	1	0	0
ABCD1	142	1	0	0	0	0	0	0	2	0	15	0	3	0	7	3	3	4	1	4	7	0	0	1	0	29	0	6	3	0	9	4	26	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	1	2	0	1	0	0
ABCD2	246	0	0	0	0	0	0	0	0	0	49	0	5	0	10	6	0	5	1	1	24	0	1	3	5	30	0	7	10	2	9	28	33	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ABCD3	113	0	0	0	0	0	0	0	0	0	19	0	0	0	8	3	0	5	0	2	3	1	0	3	1	25	0	7	2	0	4	3	15	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ABCD4	127	0	0	0	0	0	0	1	0	0	24	0	2	1	4	3	1	7	1	5	2	1	0	7	0	13	0	1	5	1	7	8	24	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0
ABCE1	124	0	0	0	0	1	0	0	0	0	16	0	0	0	9	5	0	5	0	0	3	0	0	1	0	21	0	8	5	2	12	4	20	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	2	0	0	0	0
ABCF1	167	0	0	0	0	0	1	1	1	0	14	0	2	0	12	3	3	12	0	1	5	0	0	2	6	21	0	13	5	2	14	7	22	0	2	0	0	0	0	1	0	2	0	0	2	1	2	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	1	0	0
ABCF2	120	1	0	0	0	0	1	0	0	0	8	0	3	1	2	2	0	1	2	4	9	0	0	1	3	19	0	9	6	0	11	7	20	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0
ABCF3	165	0	0	0	0	0	0	1	0	0	22	0	0	0	5	3	0	7	1	5	11	0	0	1	1	21	0	8	8	0	13	9	34	0	1	1	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0
ABCG1	174	0	0	0	0	0	0	1	1	0	31	1	2	1	7	3	0	4	0	3	2	1	0	2	2	30	0	9	4	0	15	12	29	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0
ABCG2	209	0	0	0	0	1	0	2	0	0	36	0	0	0	10	6	1	5	2	3	10	0	0	4	1	33	1	8	6	0	14	21	29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ABCG4	173	0	0	0	0	0	0	1	1	0	21	0	1	0	8	5	0	8	0	1	10	0	0	6	6	17	0	3	12	0	7	20	31	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	1	0	0
ABCG5	139	0	1	0	0	0	0	0	0	0	15	0	5	0	5	9	0	0	0	0	3	0	0	3	2	23	0	4	7	0	5	22	17	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	1	1	0	0	0	0	2	0	1	0	0
ABCG8	227	0	0	0	0	0	1	0	1	0	30	0	9	1	5	3	2	10	1	3	20	0	0	2	1	29	0	9	6	2	10	25	36	0	2	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	3	0	0	6	0	0	0	2	0	0	0	0	1	0	0	1	0	0
ABHD1	85	0	0	0	0	0	1	1	0	0	8	0	2	0	3	4	0	4	0	0	1	0	0	0	2	13	1	4	8	0	6	9	11	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ABHD10	64	0	0	0	0	0	0	0	0	0	6	0	0	0	4	2	0	2	0	1	6	0	0	2	1	9	0	1	4	1	5	5	9	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD11	69	0	0	0	0	0	1	0	0	0	7	1	1	0	4	1	0	4	0	2	2	0	0	3	3	10	0	2	5	0	2	1	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ABHD12	81	0	0	0	0	0	0	0	0	0	12	0	2	0	5	5	0	2	1	0	0	0	0	2	0	15	0	3	6	0	5	1	13	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ABHD12B	64	0	0	0	0	0	0	0	0	0	13	0	2	0	2	4	0	0	0	1	1	0	0	0	0	13	0	1	0	1	6	6	10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ABHD13	104	0	0	0	0	1	0	2	0	0	8	0	2	0	5	2	0	3	3	6	5	0	0	1	1	22	0	6	2	0	2	8	16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
ABHD14A	36	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	2	9	0	2	2	0	3	1	4	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
