HISTO CODE	80003	80013	80023	80033	80043	80053	80103	80113	80123	80133	80143	80153	80203	80213	80223	80303	80313	80323	80333	80343	80353	80403	80413	80423	80433	80443	80453	80463	80503	80513	80523	80533	80703	80713	80723	80733	80743	80753	80763	80773	80783	80803	80813	80823	80833	80843	80903	80913	80923	80933	80943	80953	80973	80983	81003	81023	81033	81103	81203	81213	81223	81233	81243	81303	81313	81403	81413	81423	81433	81443	81453	81463	81473	81483	81493	81503	81513	81523	81533	81543	81553	81563	81603	81613	81623	81703	81713	81723	81733	81743	81753	81803	81903	82003	82013	82103	82113	82133	82143	82153	82203	82213	82303	82313	82403	82413	82423	82433	82443	82453	82463	82473	82493	82503	82513	82523	82533	82543	82553	82603	82613	82623	82633	82703	82723	82803	82903	83103	83113	83123	83133	83143	83153	83163	83173	83183	83193	83203	83233	83253	83303	83313	83323	83333	83353	83373	83403	83413	83423	83433	83443	83453	83463	83473	83503	83703	83803	83813	83823	83833	83843	83903	83923	84003	84013	84023	84033	84053	84063	84073	84083	84093	84103	84133	84203	84303	84403	84413	84423	84433	84443	84503	84523	84533	84603	84613	84623	84633	84703	84713	84723	84733	84803	84813	84823	84903	85003	85013	85023	85033	85043	85073	85083	85103	85123	85133	85143	85203	85213	85223	85233	85243	85253	85303	85403	85413	85423	85433	85503	85513	85603	85613	85623	85703	85713	85723	85733	85743	85753	85763	85803	85813	85823	85833	85843	85853	85863	85883	85893	85903	85913	85933	86003	86203	86213	86223	86233	86313	86323	86343	86403	86503	86703	86803	86813	86833	86903	86923	86933	87003	87103	87113	87133	87203	87213	87223	87233	87263	87273	87283	87303	87403	87413	87423	87433	87443	87453	87463	87613	87703	87713	87723	87733	87743	87803	87903	88003	88013	88023	88033	88043	88053	88063	88103	88113	88123	88133	88143	88153	88213	88223	88243	88253	88263	88303	88313	88323	88333	88353	88363	88403	88413	88423	88503	88513	88523	88533	88543	88553	88573	88583	88603	88903	88913	88933	88943	88953	88963	88973	89003	89013	89023	89103	89123	89203	89213	89303	89313	89333	89343	89353	89363	89403	89413	89503	89513	89593	89603	89633	89643	89703	89713	89723	89733	89803	89813	89823	89833	89903	89913	90003	90143	90153	90203	90403	90413	90423	90433	90443	90503	90513	90523	90533	90553	90603	90613	90623	90633	90643	90653	90703	90713	90723	90733	90803	90813	90823	90833	90843	90853	90903	90913	91003	91013	91023	91033	91043	91053	91103	91203	91243	91253	91303	91333	91403	91503	91613	91703	91753	91803	91813	91823	91833	91843	91853	91863	91873	91923	91933	91943	92203	92213	92303	92313	92403	92423	92433	92503	92513	92523	92603	92613	92703	92823	93103	93123	93213	93303	93403	93423	93503	93513	93523	93603	93613	93623	93633	93643	93653	93703	93713	93723	93803	93813	93823	93833	93843	93903	93913	93923	93933	93943	94003	94013	94103	94113	94123	94133	94203	94213	94233	94243	94303	94403	94413	94423	94443	94503	94513	94603	94703	94713	94723	94733	94743	94903	95003	95013	95023	95033	95053	95063	95083	95103	95113	95123	95133	95203	95213	95223	95233	95303	95313	95323	95343	95353	95373	95383	95393	95403	95503	95603	95613	95623	95713	95803	95813	95903	95913	95963	95973	96503	96513	96523	96533	96543	96553	96593	96613	96623	96633	96643	96653	96673	96703	96713	96733	96753	96783	96793	96803	96843	96873	96883	96893	96903	96913	96953	96983	96993	97003	97013	97023	97053	97083	97093	97123	97143	97163	97173	97183	97193	97243	97253	97263	97273	97283	97293	97313	97323	97333	97343	97353	97373	97383	97403	97413	97423	97503	97513	97533	97543	97553	97563	97573	97583	97603	97613	97623	97643	97653	97663	97693	98003	98013	98053	98063	98073	98083	98093	98113	98123	98133	98143	98153	98163	98173	98183	98203	98233	98263	98273	98313	98323	98333	98343	98353	98363	98373	98403	98603	98613	98633	98653	98663	98673	98693	98703	98713	98723	98733	98743	98753	98763	98913	98953	98963	98973	98983	99103	99113	99203	99303	99313	99403	99453	99463	99483	99503	99603	99613	99623	99633	99643	99653	99663	99673	99703	99713	99753	99803	99823	99833	99843	99853	99863	99873	99893	99913	99923	70137	70507	70207	70217	70227	70237	70247	70257	70167	70177	70117	70267	70397	70187	70197	70277	70287	70297	70307	70317	70327	70337	70347	70357	70367	70377	70387	70407	70157	70047	70097	70107	70027	70607	70617	70627	70037	70637	70517	70067	70017	70087	70057	70077	70547	70537
